channelA1,channelB1,channelA2,channelB2,channelA3,channelB3,channelA4,channelB4,channelA5,channelB5
4.9,0.04,4.7,0.07,4.2,0.12,3.5,0.18,3.2,0.22
4.8,0.04,4.5,0.07,4.1,0.12,3.6,0.17,3.1,0.21
4.7,0.05,4.5,0.07,4,0.12,3.5,0.17,3,0.22
4.7,0.05,4.4,0.08,3.9,0.12,3.4,0.17,2.9,0.22
4.7,0.04,4.4,0.07,3.9,0.12,3.3,0.18,2.9,0.22
4.6,0.04,4.3,0.07,3.8,0.12,3.2,0.18,2.7,0.23
4.4,0.04,4.2,0.07,3.7,0.12,3,0.18,2.8,0.21
4.3,0.05,4.1,0.07,3.6,0.12,3.1,0.17,2.6,0.22
4.3,0.04,4,0.07,3.5,0.12,3,0.17,2.5,0.22
4.1,0.05,3.8,0.08,3.4,0.12,2.9,0.18,2.4,0.22
4.2,0.04,3.9,0.07,3.4,0.12,2.8,0.18,2.4,0.22
4.1,0.04,3.8,0.07,3.3,0.12,2.7,0.17,2.2,0.22
3.9,0.04,3.7,0.07,3.2,0.12,2.6,0.18,2.3,0.21
3.8,0.04,3.6,0.07,3.1,0.11,2.6,0.17,2.1,0.21
3.8,0.04,3.5,0.07,3,0.12,2.5,0.17,2.1,0.21
3.6,0.05,3.3,0.08,2.9,0.12,2.4,0.17,1.9,0.22
3.6,0.05,3.3,0.07,2.9,0.12,2.3,0.18,1.8,0.22
3.6,0.04,3.3,0.07,2.8,0.12,2.3,0.17,1.8,0.22
3.4,0.04,3.2,0.07,2.7,0.12,2.1,0.18,1.8,0.21
3.3,0.05,3.1,0.07,2.6,0.12,2.1,0.17,1.6,0.22
3.3,0.05,3,0.07,2.5,0.12,2,0.17,1.6,0.22
3.2,0.05,2.9,0.07,2.5,0.12,1.9,0.17,1.5,0.22
3.1,0.05,2.8,0.08,2.4,0.12,1.8,0.17,1.3,0.23
3.1,0.04,2.8,0.07,2.3,0.12,1.8,0.17,1.4,0.21
3,0.04,2.7,0.07,2.2,0.11,1.6,0.18,1.3,0.21
2.9,0.04,2.6,0.07,2.1,0.11,1.7,0.16,1.2,0.21
2.8,0.04,2.5,0.07,2,0.12,1.5,0.17,1.1,0.21
2.7,0.04,2.4,0.07,2,0.12,1.4,0.17,1,0.21
2.6,0.05,2.3,0.08,1.9,0.12,1.3,0.17,0.8,0.23
2.6,0.04,2.3,0.07,1.8,0.12,1.3,0.17,0.9,0.21
2.5,0.04,2.2,0.06,1.7,0.11,1.1,0.17,0.8,0.21
2.4,0.04,2.1,0.07,1.6,0.11,1.2,0.16,0.7,0.21
2.3,0.04,2,0.07,1.6,0.11,1.1,0.17,0.6,0.21
2.2,0.04,1.9,0.07,1.5,0.12,1,0.17,0.6,0.21
2.1,0.05,1.8,0.08,1.4,0.12,0.9,0.17,0.4,0.22
2.1,0.04,1.8,0.07,1.3,0.11,0.8,0.17,0.5,0.2
2,0.03,1.8,0.06,1.3,0.11,0.7,0.17,0.3,0.2
1.9,0.04,1.6,0.06,1.2,0.11,0.7,0.16,0.3,0.2
1.8,0.04,1.5,0.07,1.1,0.11,0.6,0.16,0.2,0.2
1.7,0.04,1.5,0.07,1,0.12,0.5,0.17,0.2,0.2
1.6,0.04,1.4,0.07,0.9,0.11,0.4,0.17,0.2,0.19
1.5,0.05,1.3,0.07,0.8,0.11,0.3,0.16,0.2,0.18
1.5,0.04,1.3,0.06,0.8,0.11,0.3,0.16,0.2,0.17
1.4,0.04,1.2,0.06,0.7,0.11,0.3,0.15,0.2,0.16
1.3,0.04,1.1,0.07,0.6,0.11,0.2,0.16,0.2,0.16
1.2,0.05,1,0.07,0.5,0.12,0.2,0.15,0.1,0.15
1.2,0.04,0.9,0.07,0.5,0.11,0.2,0.14,0.2,0.14
1,0.05,0.8,0.07,0.4,0.11,0.2,0.13,0.1,0.13
1,0.04,0.8,0.06,0.3,0.1,0.1,0.12,0.1,0.12
0.9,0.03,0.7,0.06,0.3,0.1,0.1,0.11,0.1,0.11
0.8,0.04,0.6,0.06,0.2,0.1,0.1,0.11,0.1,0.11
0.7,0.04,0.5,0.06,0.2,0.1,0.1,0.1,0.1,0.1
0.7,0.04,0.4,0.06,0.1,0.09,0.1,0.09,0.1,0.09
0.5,0.04,0.3,0.07,0.1,0.08,0.1,0.09,0.1,0.09
0.5,0.04,0.3,0.06,0.1,0.07,0.1,0.08,0.1,0.08
0.5,0.03,0.2,0.06,0.1,0.07,0.1,0.07,0.1,0.07
0.4,0.04,0.2,0.06,0.1,0.06,0.1,0.06,0.1,0.06
0.3,0.04,0.1,0.05,0.1,0.06,0.1,0.06,0.1,0.06
0.2,0.04,0.1,0.05,0.1,0.05,0.1,0.05,0.1,0.05
0.1,0.03,0.1,0.04,0.1,0.04,0.1,0.04,0.1,0.04
0.1,0.03,0.1,0.03,0.1,0.03,0.1,0.03,0.1,0.03
0.1,0.02,0.1,0.02,0.1,0.02,0.1,0.02,0.1,0.02
0.1,0.01,0.1,0.01,0.1,0.01,0.1,0.01,0.1,0.01
0.1,0.01,0.1,0.01,0.1,0.01,0,0.01,0,0.01
